Seconds;Number
266;4
267;8
303;10
304;12
316;16
325;20
327;21
335;24
367;27
380;31
381;38
393;40
394;41
396;42
398;43
402;45
406;47
408;48
410;49
412;50
413;51
415;52
419;53
421;54
422;56
433;57
435;58
438;59
439;60
441;61
449;62
453;63
459;64
465;65
466;68
471;69
472;70
475;71
488;74
489;76
493;77
494;78
495;79
502;80
504;84
508;85
520;101
527;102
530;103
532;104
533;106
541;107
552;108
554;110
557;124
